z,lon,lat,station,state,county,name,network,present,missing,9/1/2021,flag,time,9/2/2021,flag,time,Notes
0,-73.453901,44.564615,NY-CL-7,NY,Clinton,Peru 4.1 ESE,coco,2,0,0,,6,0,,6,
0,-73.46667,44.65,KPBG,NY,Clinton,PLATTSBURGH INTERNATIONAL AIRPORT,asos,2,0,0, ,24,0,T,24,
0,-73.738484,44.639802,NY-CL-12,NY,Clinton,Saranac 0.8 SSE,coco,2,0,0,,7,0,,7,
3.93,-73.592534,42.020782,NY-CB-15,NY,Columbia,Ancramdale 0.2 N,coco,2,0,0,,7,3.93,,7,
3,-73.55494,42.10441,NY-CB-18,NY,Columbia,Copake 0.3 WNW,coco,2,0,0.03,,10,2.97,,9,
3,-73.7853733,42.1330757,NY-CB-8,NY,Columbia,Livingston 0.7 SSW,coco,2,0,0,,8,3,,8,
1.84,-73.668121,42.456554,NY-CB-16,NY,Columbia,Valatie 2.9 N,coco,2,0,0.01,,7,1.83,,7,
1.76,-73.640381,42.452999,NY-CB-19,NY,Columbia,Valatie 3.2 NE,coco,2,0,0.001,T,8,1.76,,6,
0.38,-76.021115,42.53299,NY-CR-1,NY,Cortland,Freetown 1.0 NE,coco,2,0,0,,7,0.38,,7,
0.57,-76.043708,42.451608,NY-CR-5,NY,Cortland,Marathon 1.0 NW,coco,2,0,0.06,,7,0.51,,7,
0.62,-75.87249,42.47385,NY-CR-3,NY,Cortland,Willet 1.8 E,coco,2,0,0,,7,0.62,,7,
1.12,-74.905,42.2533,302036,NY,Delaware,DELHI 2 SE,coop,2,0,0, ,6,1.12, ,6,
0.95,-75.029912,42.321181,NY-DL-32,NY,Delaware,Delhi 6.6 WNW,coco,2,0,0,,7,0.95,,7,
0.81,-75.22982,42.33278,302454,NY,Delaware,EAST SIDNEY,coop,2,0,0.01, ,5,0.8, ,6,
1.44,-74.5783,42.3523,NY-DL-25,NY,Delaware,Hobart 4.8 ESE,coco,2,0,0.001,T,7,1.44,,7,
2.03,-75.0784,41.9351,NY-DL-23,NY,Delaware,Long Eddy 6.5 NNE,coco,2,0,0.13,,8,1.9,,8,
0.81,-74.851466,42.463813,NY-DL-34,NY,Delaware,Schenevus 5.9 SSW,coco,2,0,0.001,T,8,0.81,,8,
0.98,-75.1455,42.1847,308932,NY,Delaware,WALTON 2,coop,2,0,0, ,3,0.98, ,3,
6.76,-73.95587,41.49696,NY-DT-23,NY,Dutchess,Beacon 0.7 SE,coco,2,0,0.05,,7,6.71,,7,
6.33,-73.75855,41.61016,NY-DT-34,NY,Dutchess,Hopewell Junction 2.8 NE,coco,2,0,0.001,T,6,6.33,,6,
4.81,-73.87253,41.76351,NY-DT-38,NY,Dutchess,Hyde Park 1.5 E,coco,2,0,0.06,,8,4.75,,8,
5.97,-73.7205,41.6846,NY-DT-12,NY,Dutchess,Lagrangeville 3.4 NE,coco,2,0,0.1,,7,5.87,,7,
4.32,-73.659,41.81,NY-DT-32,NY,Dutchess,Millbrook 2.5 NE,coco,2,0,0,,6,4.32,,6,
5.51,-73.6488,41.7523,NY-DT-8,NY,Dutchess,Millbrook 3.2 SE,coco,2,0,0.01,,7,5.5,,7,
4.74,-73.821,41.7237,NY-DT-35,NY,Dutchess,Pleasant Valley 1.7 S,coco,2,0,0,,12,4.74,,12,
5.56,-73.919407,41.661546,NY-DT-39,NY,Dutchess,Poughkeepsie 2.4 S,coco,2,0,0,,7,5.56,,7,
5.76,-73.897,41.647,NY-DT-10,NY,Dutchess,Poughkeepsie 3.9 SSE,coco,2,0,0,,5,5.76,,5,
6.91,-73.91306667,41.61955,NY-DT-29,NY,Dutchess,Poughkeepsie 5.3 S,coco,2,0,0.1,,9,6.81,,9,
5.64,-73.88156,41.62574,KPOU,NY,Dutchess,POUGHKEEPSIE AIRPORT,asos,2,0,5.57, ,24,0.07, ,24,
3.13,-73.864194,42.009676,NY-DT-24,NY,Dutchess,Red Hook 1.2 NNE,coco,2,0,0.001,T,7,3.13,,7,
3.07,-73.90559,41.97735,NY-DT-37,NY,Dutchess,Rhinebeck 3.4 N,coco,2,0,0,,7,3.07,,7,
6.26,-73.892214,41.587969,NY-DT-5,NY,Dutchess,Wappingers Falls 1.6 ESE,coco,2,0,0.01,,7,6.25,,7,
0,-79.0275,42.646111,NY-ER-208,NY,Erie,Angola 0.6 NNE,coco,2,0,0,,8,0,,8,
0,-78.703,42.6548,NY-ER-166,NY,Erie,Boston 2.5 NE,coco,2,0,0,,7,0,,7,
0,-78.890068,42.889013,NY-ER-93,NY,Erie,Buffalo 1.5 W,coco,2,0,0,,7,0,,7,
0,-78.73615,42.93997,KBUF,NY,Erie,BUFFALO NIAGARA INTL,asos,2,0,0, ,24,0, ,24,
0,-78.78295136,42.93457031,NY-ER-122,NY,Erie,Cheektowaga 2.4 NW,coco,2,0,0,,7,0,,7,
0,-78.719333,42.941192,NY-ER-102,NY,Erie,Cheektowaga 2.7 NE,coco,2,0,0,,8,0,,8,
0,-78.665694,42.960847,NY-ER-177,NY,Erie,Clarence 3.8 SSW,coco,2,0,0,,7,0,,8,
0,-78.629174,43.007421,NY-ER-151,NY,Erie,Clarence Center 0.2 ESE,coco,2,0,0,,7,0,,7,
0,-78.7189636,43.02250248,NY-ER-54,NY,Erie,East Amherst 1.2 WNW,coco,2,0,0,,8,0,,8,
0,-78.605611,42.729368,NY-ER-158,NY,Erie,East Aurora 2.7 SSE,coco,2,0,0,,7,0,,7,
0,-78.5967,42.814,NY-ER-138,NY,Erie,East Aurora 3.4 NNE,coco,2,0,0,,7,0,,7,
0,-78.68126678,42.81003952,NY-ER-96,NY,Erie,Elma 2.7 WSW,coco,2,0,0,,7,0,,7,
0,-78.62138546,42.81935408,NY-ER-75,NY,Erie,Elma Center 0.7 SE,coco,2,0,0,,9,0,,9,
0,-78.63909,42.601951,NY-ER-63,NY,Erie,Glenwood 1.5 SE,coco,2,0,0,,7,0,,8,
0,-78.8288,42.7228,NY-ER-125,NY,Erie,Hamburg 0.3 ESE,coco,2,0,0,,7,0,,7,
0,-78.83386,42.71491,NY-ER-78,NY,Erie,Hamburg 0.6 S,coco,2,0,0,,7,0,,7,
0,-78.86379252,42.73622858,NY-ER-205,NY,Erie,Hamburg 1.7 WNW,coco,2,0,0,,8,0,,8,
0,-78.834529,42.753373,NY-ER-189,NY,Erie,Hamburg 2.0 N,coco,2,0,0,,7,0,,7,
0,-78.866894,42.963156,NY-ER-59,NY,Erie,Kenmore 0.3 ESE,coco,2,0,0,,7,0,,5,
0,-78.924,42.73186,304564,NY,Erie,LAKE VIEW 1NE,coop,2,0,0, ,7,0, ,6,
0,-78.7345,42.72283,NY-ER-186,NY,Erie,Orchard Park 2.9 SSE,coco,2,0,0,,7,0,,7,
0,-78.79337,42.95979,NY-ER-203,NY,Erie,Snyder 0.6 SW,coco,2,0,0,,7,0,,7,
0,-78.86601667,43.00506667,NY-ER-86,NY,Erie,Tonawanda 1.5 NNE,coco,2,0,0,,9,0,,9,
0,-78.82959,43.01368,NY-ER-72,NY,Erie,Tonawanda 3.1 NE,coco,2,0,0,,6,0,,6,
0,-78.789668,42.836038,NY-ER-53,NY,Erie,West Seneca 1.9 W,coco,2,0,0,,7,0,,7,
0.04,-73.9839,44.3042,304555,NY,Essex,LAKE PLACID 2 S,coop,2,0,0.04, ,5,0, ,5,
0,-73.89775,43.8335,NY-ES-6,NY,Essex,Olmstedville 4.6 NNE,coco,2,0,0,,8,0,,8,
0.01,-74.104373,44.291044,NY-ES-12,NY,Essex,Saranac Lake 2.7 SSE,coco,2,0,0.01,,7,0,,7,
0.01,-73.818869,43.808639,NY-ES-5,NY,Essex,Schroon Lake 3.5 SW,coco,2,0,0.01,,7,0,,7,
0,-74.0676,44.41205,NY-ES-11,NY,Essex,Vermontville 2.8 S,coco,2,0,0.001,T,7,0,,7,
0,-74.16194,44.41934,NY-FK-9,NY,Franklin,Gabriels 1.3 SE,coco,2,0,0.001,T,7,0,,7,
0,-74.306,44.8418,304996,NY,Franklin,MALONE,coop,2,0,0, ,6,0, ,6,
0,-74.152111,44.413592,NY-FK-7,NY,Franklin,Saranac Lake 6.2 N,coco,2,0,0,,7,0,,7,
0.01,-74.20667,44.38528,KSLK,NY,Franklin,SARANAC LAKE ADIRONDACK REGIONAL AP,asos,2,0,0, ,24,0.01, ,24,
0.11,-74.4236,43.115,303322,NY,Fulton,GLOVERSVILLE 7NW PECK LAKE,coop,2,0,0, ,6,0.11, ,6,
0.12,-74.2042,43.1592,306062,NY,Fulton,NORTHVILLE,coop,2,0,0, ,7,0.12, ,7,
0.08,-78.458043,42.874609,NY-GN-20,NY,Genesee,Alden 2.5 SE,coco,2,0,0.08,,7,0,,7,
0,-78.247293,42.988665,NY-GN-13,NY,Genesee,Batavia 3.4 WSW,coco,2,0,0,,8,0,,8,
0,-77.96719,42.9736,304684,NY,Genesee,LE ROY 1E,coop,2,0,0, ,7,0, ,7,
0,-77.99243,42.87347,306465,NY,Genesee,PAVILION 2,coop,2,0,0, ,6,0, ,6,
1.87,-73.983468,42.36045,NY-GR-6,NY,Greene,Freehold 3.4 E,coco,2,0,0,,6,1.87,,6,
1.67,-74.009,42.414,NY-GR-7,NY,Greene,Greenville 0.7 E,coco,2,0,0,,7,1.67,,6,
1.65,-74.35875,42.26024,NY-GR-14,NY,Greene,Lexington 1.5 N,coco,2,0,0.001,T,7,1.65,,7,
1.53,-73.7866275,42.4429425,NY-GR-5,NY,Greene,New Baltimore 0.2 SE,coco,2,0,0,,7,1.53,,7,
0,-74.677238,43.386954,NY-HM-9,NY,Hamilton,Hoffmeister 2.0 E,coco,2,0,0,,8,0,,8,
0,-74.27558,43.75477,304102,NY,Hamilton,INDIAN LAKE 2SW,coop,2,0,0, ,6,0, ,6,
0,-74.7827,43.7451,NY-HM-11,NY,Hamilton,Inlet 0.8 SE,coco,2,0,0,,9,0,,9,
0,-74.45287,43.4549,NY-HM-10,NY,Hamilton,Lake Pleasant 2.3 WSW,coco,2,0,0,,7,0,,7,
0,-74.47115,43.451331,NY-HM-1,NY,Hamilton,Speculator 10.0 SSW,coco,2,0,0,,7,0,,7,
0,-75.0539063,43.0088071,NY-HR-16,NY,Herkimer,Ilion 0.7 WSW,coco,2,0,0,,7,0.001,T,7,
0.43,-74.870239,42.926557,NY-HR-17,NY,Herkimer,Jordanville 4.2 E,coco,2,0,0,,8,0.43,,8,
0,-74.9694,43.7127,NY-HR-20,NY,Herkimer,Old Forge 0.3 NE,coco,2,0,0,,9,0,,9,
0,-74.8088,43.1626,NY-HR-18,NY,Herkimer,Salisbury Center 1.8 NW,coco,2,0,0,,7,0,,6,
0,-75.81738,44.08778,NY-JF-42,NY,Jefferson,Evans Mills 0.5 W,coco,2,0,0,,8,0,,10,
0,-75.923455,44.074335,NY-JF-44,NY,Jefferson,Watertown 7.0 N,coco,2,0,0,,7,0,,7,
0,-76.0217,43.9922,KART,NY,Jefferson,WATERTOWN AP,asos,2,0,0, ,24,0,T,24,
0,-75.61640167,43.97493744,NY-JF-30,NY,Jefferson,West Carthage 0.3 ENE,coco,2,0,0,,7,0,,7,
7,-73.9867,40.6846,NY-KN-25,NY,Kings,Brooklyn 3.1 NW,coco,2,0,0.04,,7,6.96,,7,
0,-75.29982,43.75923,301388,NY,Lewis,CHASES LAKE,coop,2,0,0, ,5,0, ,5,
0,-75.29982,43.759242,NY-LW-12,NY,Lewis,Chases Lake Coop,coco,2,0,0,,6,0,,6,
0,-75.446434,43.575447,NY-LW-3,NY,Lewis,Constableville 1.2 NW,coco,2,0,0,,4,0,,4,
0,-75.55438,43.60514,303851,NY,Lewis,HIGHMARKET 2W,coop,2,0,0, ,5,0, ,5,
0,-75.4829,43.7929,304912,NY,Lewis,LOWVILLE,coop,2,0,0, ,6,0, ,6,
0,-77.7557,42.9203,300343,NY,Livingston,AVON,coop,2,0,0, ,5,0, ,7,
0,-77.71762,42.56477,301974,NY,Livingston,DANSVILLE,coop,2,0,0, ,7,0, ,7,
0,-77.71333,42.57083,KDSV,NY,Livingston,DANSVILLE MUNICIPAL AP,asos,2,0,0, ,24,0, ,24,
0,-77.9054,42.7313,305597,NY,Livingston,MOUNT MORRIS 2 W,coop,2,0,0, ,7,0, ,7,
0,-75.81137,42.90003,NY-MD-10,NY,Madison,Cazenovia 2.9 SE,coco,2,0,0,,7,0,,7,
0,-75.83482,43.03297,NY-MD-16,NY,Madison,Chittenango 2.1 ESE,coco,2,0,0,,8,0,,8,
0,-75.66858,43.08012,NY-MD-22,NY,Madison,Oneida 0.4 NW,coco,2,0,0,,7,0,,7,
0,-77.9529,43.216,300937,NY,Monroe,BROCKPORT,coop,2,0,0, ,8,0, ,8,
0,-77.48898,43.1134,NY-MR-61,NY,Monroe,East Rochester 0.1 NNW,coco,2,0,0,,7,0,,7,
0,-77.5657322,42.9700669,NY-MR-55,NY,Monroe,Honeoye Falls 1.7 NE,coco,2,0,0,,7,0,,7,
0,-77.49449,43.03498,NY-MR-21,NY,Monroe,Pittsford 4.0 SSE,coco,2,0,0,,6,0,,8,
0,-77.703112,43.203563,NY-MR-23,NY,Monroe,Rochester 5.0 WNW,coco,2,0,0,,7,0,,7,
0,-77.67541,43.11722,KROC,NY,Monroe,ROCHESTER GREATER INT'L,asos,2,0,0, ,24,0,T,24,
0,-77.75963,43.02539,NY-MR-65,NY,Monroe,Scottsville 0.4 NW,coco,2,0,0,,8,0,,8,
0,-77.481,43.212721,NY-MR-50,NY,Monroe,Webster 3.0 W,coco,2,0,0,,7,0,,7,
0.34,-74.47564,42.964282,NY-MG-2,NY,Montgomery,Fonda 5.2 W,coco,2,0,0,,9,0.34,,9,
0.33,-74.62643,42.929985,NY-MG-1,NY,Montgomery,Fort Plain 0.2 SE,coco,2,0,0,,7,0.33,,7,
0.43,-74.7214,42.8643,NY-MG-3,NY,Montgomery,Hessville 1.8 WSW,coco,2,0,0,,8,0.43,,8,
4.96,-73.647484,40.769131,NY-NS-42,NY,Nassau,Albertson 0.2 SSE,coco,2,0,0.03,,8,4.93,,7,
5.26,-73.655448,40.765735,NY-NS-67,NY,Nassau,Albertson 0.5 SW,coco,2,0,0.02,,7,5.24,,7,
4.85,-73.7109985,40.7229996,NY-NS-7,NY,Nassau,Floral Park 0.4 W,coco,2,0,0.02,,7,4.83,,7,
3.8,-73.50170136,40.76865387,NY-NS-18,NY,Nassau,Hicksville 1.3 ENE,coco,2,0,0,,6,3.8,,7,
6.72,-73.5813,40.8813,NY-NS-32,NY,Nassau,Locust Valley 0.3 E,coco,2,0,0.04,,7,6.68,,8,
4.04,-73.66392517,40.66223907,NY-NS-41,NY,Nassau,Lynbrook 0.6 ENE,coco,2,0,0.02,,7,4.02,,7,
1.94,-73.459978,40.655608,NY-NS-65,NY,Nassau,Massapequa 1.1 SE,coco,2,0,0,,7,1.94,,7,
1.82,-73.449893,40.698077,NY-NS-46,NY,Nassau,Massapequa Park 1.2 N,coco,2,0,0.02,,7,1.8,,7,
6.7,-73.68025,40.839167,NY-NS-27,NY,Nassau,Port Washington 0.8 N,coco,2,0,0.02,,7,6.68,,7,
1.89,-73.505371,40.666824,NY-NS-34,NY,Nassau,Wantagh 0.3 ESE,coco,2,0,0.05,,8,1.84,,8,
6.51,-73.93296,40.79693,NY-NY-74,NY,New York,New York 8.8 N,coco,2,0,0,,7,6.51,,7,
7.23,-73.96925,40.77898,KNYC,NY,New York,NY CITY CENTRAL PARK,asos,2,0,7.13, ,24,0.1, ,24,
0,-78.683391,43.176446,NY-NG-12,NY,Niagara,Lockport 0.8 NE,coco,2,0,0,,7,0,,7,
0,-78.7068,43.28809,305715,NY,Niagara,NEWFANE,coop,2,0,0, ,6,0, ,6,
0,-78.972,43.0856,305840,NY,Niagara,NIAGARA FALLS,coop,2,0,0, ,7,0, ,7,
0,-78.904567,43.082971,NY-NG-22,NY,Niagara,Niagara Falls 5.7 E,coco,2,0,0,,8,0,,8,
0,-78.86171,43.05734,306047,NY,Niagara,NORTH TONAWANDA,coop,2,0,0, ,6,0, ,6,
0,-78.86175,43.05725,NY-NG-2,NY,Niagara,North Tonawanda 1.0 NNE,coco,2,0,0,,7,0,,7,
0,-78.8908272,43.0517292,NY-NG-44,NY,Niagara,North Tonawanda 1.4 WNW,coco,2,0,0,,8,0,,8,
0,-75.3697,43.4361,300785,NY,Oneida,BOONVILLE 4 SSW,coop,2,0,0, ,6,0, ,6,
0,-75.68279,43.17115,NY-OD-23,NY,Oneida,Durhamville 3.5 NNW,coco,2,0,0,,7,0,,7,
0,-75.27754247,43.24706577,NY-OD-43,NY,Oneida,Holland Patent 1.1 WNW,coco,2,0,0,,7,0,,7,
0,-75.53836,43.37335,NY-OD-2,NY,Oneida,Point Rock 0.6 SE,coco,2,0,0,,7,0,,7,
0,-75.46,43.16,NY-OD-21,NY,Oneida,Rome 4.8 SSE,coco,2,0,0,,7,0.001,T,7,
0,-75.41167,43.23389,KRME,NY,Oneida,ROME GRIFFISS AIRFIELD,asos,2,0,0, ,24,0, ,24,
0,-75.747136,43.224075,NY-OD-61,NY,Oneida,Sylvan Beach 1.6 NW,coco,2,0,0,,7,0,,7,
0,-75.4611,43.1595,309248,NY,Oneida,WESTMORELAND 4N,coop,2,0,0, ,6,0,T,6,
0,-76.3333,43.15,300379,NY,Onondaga,BALDWINSVILLE,coop,2,0,0, ,6,0, ,6,
0,-76.113248,43.228345,NY-OG-28,NY,Onondaga,Brewerton 1.5 ESE,coco,2,0,0,,7,0,,7,
0,-76.1964,43.2386,300870,NY,Onondaga,BREWERTON LOCK 23,coop,2,0,0, ,5,0, ,5,
0,-76.328271,43.039618,NY-OG-10,NY,Onondaga,Camillus 1.0 W,coco,2,0,0,,7,0,,7,
0,-76.26,43.2,NY-OG-12,NY,Onondaga,Clay 4.6 NW,coco,2,0,0.001,T,7,0,,7,
0,-76.045833,42.9725,NY-OG-76,NY,Onondaga,Jamesville 1.9 SE,coco,2,0,0,,7,0,,7,
0,-76.251939,43.188769,NY-OG-71,NY,Onondaga,Liverpool 6.1 NNW,coco,2,0,0,,6,0,,6,
0,-76.3164,42.8408,NY-OG-70,NY,Onondaga,Skaneateles 9.1 SE,coco,2,0,0,,7,0,,7,
0,-76.139518,43.001525,NY-OG-52,NY,Onondaga,Syracuse 2.7 S,coco,2,0,0,,8,0,,8,
0,-76.1038,43.1111,KSYR,NY,Onondaga,SYRACUSE HANCOCK INTL AP,asos,2,0,0, ,24,0,T,24,
0,-77.3426,42.7479,300910,NY,Ontario,BRISTOL HARBOUR,coop,2,0,0, ,6,0, ,6,
0,-77.28071,42.84505,301152,NY,Ontario,CANANDAIGUA 3 S,coop,2,0,0, ,7,0, ,7,
0,-77.030805,42.876603,NY-ON-15,NY,Ontario,Geneva COOP,coco,2,0,0,,7,0,,7,
0,-77.131484,42.787694,NY-ON-11,NY,Ontario,Gorham 0.8 S,coco,2,0,0,,7,0,,7,
0,-77.4286,42.6279,NY-ON-19,NY,Ontario,Naples 1.6 WNW,coco,2,0,0,,7,0,,9,
5.61,-74.3265,41.189,NY-OR-19,NY,Orange,Greenwood Lake 3.0 SW,coco,2,0,0.35,,8,5.26,,8,
5.65,-74.265,41.50917,KMGJ,NY,Orange,MONTGOMERY ORANGE COUNTY AP,asos,2,0,5.64, ,24,0.01, ,24,
5.25,-74.357663,41.587962,NY-OR-17,NY,Orange,Pine Bush 3.4 WSW,coco,2,0,0.05,,9,5.2,,9,
4.8,-74.6905,41.3891,306774,NY,Orange,PORT JERVIS,coop,2,0,0.2, ,6,4.6, ,6,
5.21,-74.6409,41.3599,NY-OR-21,NY,Orange,Port Jervis 2.9 ESE,coco,2,0,0.1,,7,5.11,,7,
5.58,-74.1879,41.541027,NY-OR-18,NY,Orange,Walden 1.3 S,coco,2,0,0.05,,7,5.53,,7,
5.43,-74.415952,41.268357,NY-OR-4,NY,Orange,Warwick 3.2 WNW,coco,2,0,0.2,,7,5.23,,7,
0,-78.2791,43.3667,304565,NY,Orleans,LAKESIDE,coop,2,0,0, ,6,0, ,6,
0,-78.3953,43.2231,305236,NY,Orleans,MEDINA,coop,2,0,0, ,7,0, ,7,
0,-78.39539,43.223,NY-OL-5,NY,Orleans,Medina 0.4 WNW,coco,2,0,0,,8,0,,8,
0,-75.9526,43.5318,300608,NY,Oswego,BENNETTS BRIDGE,coop,2,0,0, ,6,0, ,6,
0,-76.38472,43.34972,KFZY,NY,Oswego,FULTON OSWEGO COUNTY AP,asos,2,0,0, ,24,0,T,24,
0,-76.03732,43.59643,NY-OS-1,NY,Oswego,Lacona 3.6 SSE,coco,2,0,0,,7,0,,7,
0,-76.2657,43.4383,NY-OS-38,NY,Oswego,Mexico COOP,coco,2,0,0,,7,0,,7,
0,-76.479583,43.397711,NY-OS-15,NY,Oswego,Minetto 0.1 SE,coco,2,0,0,,8,0,,8,
0.57,-74.929993,42.695157,NY-OT-2,NY,Otsego,Cooperstown 0.3 S,coco,2,0,0,,10,0.57,,10,
0.59,-75.05,42.6599,NY-OT-11,NY,Otsego,Hartwick,coco,2,0,0,,6,0.59,,6,
0.7,-74.9209,42.5331,NY-OT-31,NY,Otsego,Maryland 1.8 W,coco,2,0,0,,8,0.7,,7,
0.6,-75.310903,42.636893,NY-OT-29,NY,Otsego,New Berlin 1.5 NE,coco,2,0,0,,8,0.6,,8,
0.53,-74.961,42.79,NY-OT-35,NY,Otsego,Richfield Springs 4.6 SSE,coco,2,0,0,,7,0.53,,7,
0.78,-75.36435,42.32348,NY-OT-8,NY,Otsego,Sidney 2.1 NE,coco,2,0,0,,6,0.78,,6,
0.78,-74.7657,42.544,NY-OT-14,NY,Otsego,Worcester 4.0 SSW,coco,2,0,0,,8,0.78,,8,
5.57,-73.8911,41.4807,NY-PT-2,NY,Putnam,Beacon 4.2 ESE,coco,2,0,0.08,,7,5.49,,7,
6.05,-73.655,41.4725,301211,NY,Putnam,CARMEL 4N,coop,2,0,0.13, ,7,5.92, ,7,
4.99,-73.841345,40.662099,NY-QN-33,NY,Queens,Howard Beach 0.4 NNW,coco,2,0,0.03,,7,4.96,,7,
2.77,-73.76401,40.63915,KJFK,NY,Queens,JFK INTERNATIONAL AIRPORT,asos,2,0,2.56, ,24,0.21, ,24,
6.89,-73.88035,40.77944,KLGA,NY,Queens,LAGUARDIA AIRPORT,asos,2,0,6.8, ,24,0.09, ,24,
6.3,-73.7289427,40.7589466,NY-QN-39,NY,Queens,Little Neck 0.3 SE,coco,2,0,0.01,,7,6.29,,7,
4.23,-73.765371,40.748246,NY-QN-29,NY,Queens,Queens 2.1 NE,coco,2,0,0.01,,6,4.22,,7,
6.91,-73.810581,40.778064,NY-QN-27,NY,Queens,Queens 3.4 NNW,coco,2,0,0.01,,7,6.9,,6,
1.71,-73.5698,42.6391,NY-RN-1,NY,Rensselaer,Averill Park 0.9 WNW,coco,2,0,0,,8,1.71,,8,
1.63,-73.43257,42.9361,301068,NY,Rensselaer,BUSKIRK,coop,2,0,0, ,6,1.63, ,6,
1.77,-73.534627,42.490918,NY-RN-24,NY,Rensselaer,Nassau 4.2 ESE,coco,2,0,0.001,T,8,1.77,,6,
1.9,-73.423188,42.516059,NY-RN-28,NY,Rensselaer,Stephentown 3.4 SW,coco,2,0,0,,7,1.9,,7,
1.49,-73.662524,42.735585,NY-RN-15,NY,Rensselaer,Troy 0.7 E,coco,2,0,0,,7,1.49,,7,
1.23,-73.65283,42.759301,NY-RN-20,NY,Rensselaer,Troy 2.1 NNE,coco,2,0,0,,6,1.23,,7,
1.63,-73.56226,42.79035,NY-RN-13,NY,Rensselaer,Troy 6.9 NE,coco,2,0,0,,7,1.63,,7,
1.7,-73.6851,42.7511,308600,NY,Rensselaer,TROY LOCK AND DAM,coop,2,0,0, ,6,1.7, ,6,
1.55,-73.687678,42.663699,NY-RN-23,NY,Rensselaer,Wyantskill 2.6 SW,coco,2,0,0,,7,1.55,,7,
6.84,-74.132695,40.567385,NY-RC-2,NY,Richmond,Staten Island 1.4 SE,coco,2,0,0.06,,7,6.78,,7,
5.9,-74.0079,41.2349,NY-RL-8,NY,Rockland,Stony Point 0.7 NW,coco,2,0,0.15,,7,5.75,,7,
0,-75.5123,44.354,303346,NY,Saint Lawrence,GOUVERNEUR 3 NW,coop,2,0,0, ,6,0, ,6,
0,-74.84583,44.93583,KMSS,NY,Saint Lawrence,MASSENA INTL AP,asos,2,0,0, ,24,0,T,24,
0,-75.489957,44.699947,NY-SL-17,NY,Saint Lawrence,Ogdensburg 1.1 WSW,coco,2,0,0,,8,0,,8,
0.8,-73.8,42.99,NY-SR-16,NY,Saratoga,Ballston Spa 2.9 ESE,coco,2,0,0,,8,0.8,,8,
0.9,-73.76803,42.980698,NY-SR-56,NY,Saratoga,Ballston Spa 4.6 ESE,coco,2,0,0,,5,0.9,,5,
1.56,-73.785458,42.821268,NY-SR-29,NY,Saratoga,Clifton Park 2.7 S,coco,2,0,0,,6,1.56,,6,
0,-73.9256,43.3203,301708,NY,Saratoga,CONKLINGVILLE DAM,coop,2,0,0, ,7,0, ,7,
0.21,-73.87858582,43.12683868,NY-SR-22,NY,Saratoga,Greenfield Center 1.6 W,coco,2,0,0,,7,0.21,,7,
0.41,-73.803065,43.008029,NY-SR-15,NY,Saratoga,Malta 2.6 NNW,coco,2,0,0,,10,0.41,,10,
1.51,-73.754659,42.888751,NY-SR-40,NY,Saratoga,Mechanicville 3.4 WSW,coco,2,0,0,,8,1.51,,8,
0.23,-73.906857,43.096968,NY-SR-3,NY,Saratoga,Milton 5.2 NNW,coco,2,0,0,,6,0.23,,6,
0.79,-73.5972,43.0823,NY-SR-46,NY,Saratoga,Schuylerville 1.6 SSW,coco,2,0,0,,7,0.79,,7,
0.2,-73.995285,43.0943718,NY-SR-57,NY,Saratoga,Town of Providence 2.3 E,coco,2,0,0,,7,0.2,,6,
1.26,-74.1711,42.7672,302031,NY,Schenectady,DELANSON 2NE,coop,2,0,0, ,5,1.26, ,5,
1.53,-73.89764,42.81078,NY-SC-26,NY,Schenectady,Niskayuna 0.4 S,coco,2,0,0,,7,1.53,,7,
1.56,-73.887249,42.824535,NY-SC-31,NY,Schenectady,Niskayuna 0.7 NE,coco,2,0,0,,7,1.56,,7,
1.7,-73.872421,42.779114,NY-SC-27,NY,Schenectady,Niskayuna 2.9 SSE,coco,2,0,0,,7,1.7,,7,
1.45,-73.966719,42.788626,NY-SC-20,NY,Schenectady,Rotterdam 0.9 NW,coco,2,0,0,,8,1.45,,8,
1.55,-73.902739,42.813476,NY-SC-32,NY,Schenectady,Schenectady 1.5 ENE,coco,2,0,0,,7,1.55,,7,
1.5,-73.902583,42.815191,NY-SC-29,NY,Schenectady,Schenectady 1.6 NE,coco,2,0,0,,8,1.5,,8,
1.35,-73.974841,42.844727,NY-SC-2,NY,Schenectady,Scotia 1.1 NW,coco,2,0,0,,6,1.35,,6,
1.42,-74.6107136,42.4791289,NY-SH-11,NY,Schoharie,Jefferson 0.2 S,coco,2,0,0.02,,7,1.4,,7,
1.59,-74.4653,42.4486,304575,NY,Schoharie,LANSING MANOR,coop,2,0,0.01, ,7,1.58, ,7,
1.35,-74.3036,42.665,307520,NY,Schoharie,SCHOHARIE,coop,2,0,0, ,6,1.35, ,6,
0,-76.8558,42.5221,NY-SY-11,NY,Schuyler,Dundee 6.2 E,coco,2,0,0,,7,0.001,T,7,
0.14,-76.7586,42.4422,305233,NY,Schuyler,MECKLENBURG 4SW,coop,2,0,0, ,6,0.14, ,6,
0.23,-76.71761,42.39072,NY-SY-1,NY,Schuyler,Smith Valley 1.9 SE,coco,2,0,0,,7,0.23,,7,
0.04,-77.294,42.3401,NY-ST-44,NY,Steuben,Bath 1.3 E,coco,2,0,0,,9,0.04,,9,
